status,hmm_id,architecture,dimension,seed,n_train,best_epoch,best_val_ce,final_batch_size,epochs_completed,parameter_count,device,test_ce_h1,test_ce_h2,test_ce_h3,test_ce_h4,result_file
done,bank_K3_i000535,Transformer,128,1,128,40,1.8623882718384264,16,48,201224,cpu,1.849592126905918,1.8727817460894585,1.863499641418457,1.891993872821331,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/transformer/d128/n128/seed1/DONE.json
done,bank_K3_i000535,Transformer,128,2,128,13,1.894884865731001,16,21,201224,cpu,1.893873006105423,1.8791071847081184,1.8756095468997955,1.9615335166454315,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/transformer/d128/n128/seed2/DONE.json
done,bank_K3_i000535,Transformer,128,3,128,19,1.9169885367155075,16,27,201224,cpu,1.8819616436958315,1.873943716287613,1.9204813316464424,1.8896432369947436,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/transformer/d128/n128/seed3/DONE.json
done,bank_K3_i000535,Transformer,128,4,128,5,1.8725485354661944,16,13,201224,cpu,1.926153503358364,1.9435850009322169,1.9074521884322169,1.991900809109211,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/transformer/d128/n128/seed4/DONE.json
done,bank_K3_i000535,Transformer,128,5,128,27,1.8700836524367328,16,35,201224,cpu,1.9015257358551023,1.89925803989172,1.8484562635421755,1.8913859874010088,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/transformer/d128/n128/seed5/DONE.json
done,bank_K3_i000535,Transformer,128,1,256,6,1.88400723785162,16,14,201224,cpu,1.9122844114899635,1.891728200018406,1.855745330452919,1.909323275089264,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/transformer/d128/n256/seed1/DONE.json
done,bank_K3_i000535,Transformer,128,2,256,14,1.8952887915074823,16,22,201224,cpu,1.875867523252964,1.916377440094948,1.883768439292908,1.907724425196648,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/transformer/d128/n256/seed2/DONE.json
done,bank_K3_i000535,Transformer,128,3,256,20,1.8601658567786217,16,28,201224,cpu,1.832499608397484,1.8466267809271808,1.852947972714901,1.8780816718935969,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/transformer/d128/n256/seed3/DONE.json
done,bank_K3_i000535,Transformer,128,4,256,34,1.8473975472152235,16,42,201224,cpu,1.8719262853264809,1.866246871650219,1.8764373511075971,1.8450307697057724,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/transformer/d128/n256/seed4/DONE.json
done,bank_K3_i000535,Transformer,128,5,256,31,1.8642031252384184,16,39,201224,cpu,1.8777684420347212,1.9426785111427307,1.8625022768974304,1.877739064395428,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/transformer/d128/n256/seed5/DONE.json
done,bank_K3_i000535,Transformer,128,1,512,11,1.8958395048975945,16,19,201224,cpu,1.91008934378624,1.8798700645565989,1.9130207672715187,1.9281252771615984,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/transformer/d128/n512/seed1/DONE.json
done,bank_K3_i000535,Transformer,128,2,512,19,1.905226040631533,16,27,201224,cpu,1.8927516117691996,1.8772502467036247,1.88420619815588,1.9055794104933736,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/transformer/d128/n512/seed2/DONE.json
done,bank_K3_i000535,Transformer,128,3,512,9,1.8517778925597668,16,17,201224,cpu,1.8842527121305463,1.899361066520214,1.913038618862629,1.8896113336086275,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/transformer/d128/n512/seed3/DONE.json
done,bank_K3_i000535,Transformer,128,4,512,28,1.8862364999949928,16,36,201224,cpu,1.8625812977552412,1.8519811928272247,1.8822394609451292,1.8854605704545973,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/transformer/d128/n512/seed4/DONE.json
done,bank_K3_i000535,Transformer,128,5,512,30,1.846060194075108,16,38,201224,cpu,1.857584461569786,1.84723249822855,1.859780304133892,1.8840280398726463,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/transformer/d128/n512/seed5/DONE.json
done,bank_K3_i000535,Transformer,128,1,1024,15,1.869709987193346,16,23,201224,cpu,1.912098243832588,1.8875916376709936,1.8624873533844948,1.8902864083647728,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/transformer/d128/n1024/seed1/DONE.json
done,bank_K3_i000535,Transformer,128,2,1024,10,1.867805551737547,16,18,201224,cpu,1.8752503916621208,1.8581565618515012,1.864844635128975,1.8806777819991112,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/transformer/d128/n1024/seed2/DONE.json
done,bank_K3_i000535,Transformer,128,3,1024,17,1.8472552672028544,16,25,201224,cpu,1.9094788283109665,1.8842369243502617,1.861653909087181,1.8787414580583568,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/transformer/d128/n1024/seed3/DONE.json
done,bank_K3_i000535,Transformer,128,4,1024,22,1.8411232084035876,16,30,201224,cpu,1.876919269561768,1.8652313947677608,1.8669365793466568,1.8517782986164093,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/transformer/d128/n1024/seed4/DONE.json
done,bank_K3_i000535,Transformer,128,5,1024,23,1.8594807982444763,16,31,201224,cpu,1.8566477969288824,1.8552116453647611,1.8890085518360136,1.8844843581318853,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000535/transformer/d128/n1024/seed5/DONE.json
done,bank_K3_i000588,GRU,128,1,64,13,1.6291798949241638,16,21,101256,cpu,1.6658889576792717,1.6221575140953064,1.5509551018476486,1.6928019672632215,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/gru/d128/n64/seed1/DONE.json
done,bank_K3_i000588,GRU,128,2,64,19,1.5910368785262108,16,27,101256,cpu,1.6465951800346377,1.5954814180731771,1.6265671625733376,1.6308445557951927,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/gru/d128/n64/seed2/DONE.json
done,bank_K3_i000588,GRU,128,3,64,28,1.5626196935772896,16,36,101256,cpu,1.6535000875592232,1.6710927113890648,1.5809368416666985,1.5985504388809204,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/gru/d128/n64/seed3/DONE.json
done,bank_K3_i000588,GRU,128,4,64,34,1.6069602482020855,16,42,101256,cpu,1.6493147537112236,1.6710843443870544,1.5808010622859,1.656911388039589,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/gru/d128/n64/seed4/DONE.json
done,bank_K3_i000588,GRU,128,5,64,16,1.603393580764532,16,24,101256,cpu,1.6445609480142591,1.6099256575107574,1.6124030277132988,1.702463112771511,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/gru/d128/n64/seed5/DONE.json
done,bank_K3_i000588,GRU,128,1,128,27,1.6156972646713257,16,35,101256,cpu,1.6199646070599556,1.568850688636303,1.5333369672298431,1.587466262280941,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/gru/d128/n128/seed1/DONE.json
done,bank_K3_i000588,GRU,128,2,128,28,1.6211442165076733,16,36,101256,cpu,1.578026860952377,1.6378807574510574,1.5757446810603142,1.586193934082985,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/gru/d128/n128/seed2/DONE.json
done,bank_K3_i000588,GRU,128,3,128,30,1.5523663945496082,16,38,101256,cpu,1.6206119582057,1.5868236795067787,1.6188818588852882,1.5775260925292969,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/gru/d128/n128/seed3/DONE.json
done,bank_K3_i000588,GRU,128,4,128,28,1.5850708559155464,16,36,101256,cpu,1.601384088397026,1.6160530596971512,1.5941731333732605,1.5978582948446274,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/gru/d128/n128/seed4/DONE.json
done,bank_K3_i000588,GRU,128,5,128,15,1.5167806558310986,16,23,101256,cpu,1.6602360606193542,1.6708160862326622,1.6445035487413406,1.551495909690857,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/gru/d128/n128/seed5/DONE.json
done,bank_K3_i000588,GRU,128,1,256,13,1.5931119732558727,16,21,101256,cpu,1.5869078636169434,1.6498206108808515,1.6449851915240288,1.5981309860944748,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/gru/d128/n256/seed1/DONE.json
done,bank_K3_i000588,GRU,128,2,256,21,1.5728881657123566,16,29,101256,cpu,1.6170031279325483,1.5829617232084274,1.6213272958993912,1.672031819820404,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/gru/d128/n256/seed2/DONE.json
done,bank_K3_i000588,GRU,128,3,256,24,1.606064334511757,16,32,101256,cpu,1.5726051703095436,1.5742482766509056,1.6421341001987455,1.6199623495340347,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/gru/d128/n256/seed3/DONE.json
done,bank_K3_i000588,GRU,128,4,256,18,1.548061270266771,16,26,101256,cpu,1.5807815790176392,1.6178646013140678,1.6164508908987043,1.6301946491003036,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/gru/d128/n256/seed4/DONE.json
done,bank_K3_i000588,GRU,128,5,256,12,1.591147392988205,16,20,101256,cpu,1.6161716058850288,1.590024560689926,1.633416324853897,1.56958419829607,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/gru/d128/n256/seed5/DONE.json
done,bank_K3_i000588,GRU,128,1,512,26,1.5444619879126549,16,34,101256,cpu,1.5857450738549232,1.5957420468330383,1.6227591186761856,1.6531162485480309,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/gru/d128/n512/seed1/DONE.json
done,bank_K3_i000588,GRU,128,2,512,16,1.6180724911391735,16,24,101256,cpu,1.6198026537895205,1.6018575355410576,1.6053358986973765,1.5796665623784063,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/gru/d128/n512/seed2/DONE.json
done,bank_K3_i000588,GRU,128,3,512,16,1.5625859797000885,16,24,101256,cpu,1.6596607118844986,1.545133762061596,1.6051114350557327,1.611733190715313,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/gru/d128/n512/seed3/DONE.json
done,bank_K3_i000588,GRU,128,4,512,11,1.5655113011598587,16,19,101256,cpu,1.5548045188188553,1.5823737978935242,1.6381106451153755,1.6588328033685684,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/gru/d128/n512/seed4/DONE.json
done,bank_K3_i000588,GRU,128,5,512,4,1.6347501911222937,16,12,101256,cpu,1.6114619746804235,1.594854786992073,1.5743829756975174,1.6045891791582108,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/gru/d128/n512/seed5/DONE.json
done,bank_K3_i000588,GRU,128,1,1024,8,1.6167538464069366,16,16,101256,cpu,1.5939335450530052,1.6105649918317797,1.5885561108589172,1.5972034707665443,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/gru/d128/n1024/seed1/DONE.json
