hmm_id,source,cohort,K,bank_index,alpha_t,self_bias,alpha_e,gen_seed,vocab_size,min_stationary_prob,min_symbol_prob,bayes_ce_h1,bayes_ce_h2,bayes_ce_h3,bayes_ce_h4,bayes_gap_1_to_H,context_gain_area,pred_h4_m1_sv1,pred_h4_m1_sv2,pred_h4_m1_signal,pred_h4_m1_effective_rank,pred_h4_m1_numerical_rank,pred_h4_m1_r90,pred_h4_m1_sigma90,pred_h4_m1_kappa90,pred_h4_m1_r95,pred_h4_m1_sigma95,pred_h4_m1_kappa95,pred_h4_m1_r99,pred_h4_m1_sigma99,pred_h4_m1_kappa99,pred_h4_m2_sv1,pred_h4_m2_sv2,pred_h4_m2_signal,pred_h4_m2_effective_rank,pred_h4_m2_numerical_rank,pred_h4_m2_r90,pred_h4_m2_sigma90,pred_h4_m2_kappa90,pred_h4_m2_r95,pred_h4_m2_sigma95,pred_h4_m2_kappa95,pred_h4_m2_r99,pred_h4_m2_sigma99,pred_h4_m2_kappa99,lambda2_abs,tau_hidden,tau_observed_proxy,pred_h4_m1_sv3,pred_h4_m2_sv3,pred_h4_m1_sv4,pred_h4_m2_sv4,pred_h4_m1_sv5,pred_h4_m2_sv5,symbol_entropy,symbol_entropy_normalized,max_symbol_prob,min_symbol_prob_recomputed,marginal_l2_from_uniform,symbol_prob_0,symbol_prob_1,symbol_prob_2,symbol_prob_3,symbol_prob_4,symbol_prob_5,symbol_prob_6,symbol_prob_7,context_entropy_h1,context_effective_count_h1,context_support_h1,context_max_prob_h1,context_entropy_h2,context_effective_count_h2,context_support_h2,context_max_prob_h2,context_entropy_h3,context_effective_count_h3,context_support_h3,context_max_prob_h3,context_entropy_h4,context_effective_count_h4,context_support_h4,context_max_prob_h4,selection_order,pair_id,contrast,pair_role
confirm_K4_i000754,bank,independent_confirmatory64,4,754,5.0,8.0,0.5,2027232946,8,0.2075608720983829,0.0179331765136361,1.8121612366872928,1.808148755679073,1.807786499158004,1.8077509200711688,0.004410316616124,0.0048437313108622,0.2875932961364487,0.1630353834653771,0.1094329868482802,1.7576623665085995,3,2,0.1630353834653771,1.7639931285071209,2,0.1630353834653771,1.7639931285071209,2,0.1630353834653771,1.7639931285071209,0.3005681194488672,0.1663480456653357,0.1183043871473441,1.751638899092819,3,2,0.1663480456653357,1.806862943575302,2,0.1663480456653357,1.806862943575302,2,0.1663480456653357,1.806862943575302,0.4894381204220155,1.958626446664155,2.1859845836103147,0.0119392882514252,0.0170739691237569,,,,,1.8590331783122744,0.8940059823997222,0.3190894430016597,0.0179331765136361,0.2422121003330774,0.161528973970993,0.0975644118234771,0.0179331765136361,0.3190894430016597,0.0615051317045629,0.1150274593746475,0.1527786314148532,0.0745727721961701,1.8590331783122744,6.417529164710222,8,0.3190894430016597,3.671194414999568,39.298816935494536,64,0.1369111905404635,5.479343170678639,239.689220750798,512,0.0604487303107539,7.287129669836643,1461.3700569215398,4096,0.0269912064634232,35,gain_K4_p18,gain_contrast,high
confirm_K5_i000132,bank,independent_confirmatory64,5,132,5.0,8.0,0.1,2026704957,8,0.1667299865928967,0.0035656475638622,1.590604465407667,1.5903443924767595,1.5903440143456815,1.590344013742338,0.000260451665329,0.0002608310030942,0.4007499477521234,0.338496875678707,0.3529677346969638,3.179990005499763,4,3,0.2542749430041328,1.5760497004441758,3,0.2542749430041328,1.5760497004441758,4,0.1145920267280109,3.497188759068905,0.4010545183872299,0.3386653995425727,0.3533979663592894,3.1798878555290147,4,3,0.2543624774266916,1.5767047185755434,3,0.2543624774266916,1.5767047185755434,4,0.1147114504768458,3.496203009552053,0.3684828763607258,1.583488337160601,1.9657000413060213,0.2542749430041328,0.2543624774266916,0.1145920267280109,0.1147114504768458,,,1.7449141953217595,0.8391263521224862,0.2290201601523362,0.0035656475638622,0.2517946784735865,0.1021222221481776,0.2090226558126559,0.2035639831831338,0.005317545745802,0.0035656475638622,0.1935196182076898,0.2290201601523362,0.0538681671863423,1.7449141953217595,5.725410187365279,8,0.2290201601523362,3.3355186607294263,28.092950155846268,64,0.1037423091141256,4.925863053206186,137.80822616507575,512,0.053281116116054,6.516207067551867,676.0094583261863,4096,0.0273661207891363,36,gain_K5_p19,gain_contrast,low
confirm_K5_i000954,bank,independent_confirmatory64,5,954,1.0,0.0,0.1,2027534882,8,0.1228711224701698,0.0018051559791569,1.6541678184332262,1.6449669241058404,1.6431495428490033,1.6428201692232542,0.011347649209972,0.0138237777183072,0.3394919539545744,0.2789199346026904,0.2460643838238254,3.0569493895726216,4,3,0.2190996483368114,1.549486530588537,3,0.2190996483368114,1.549486530588537,4,0.0707715423305657,4.79701222800609,0.3604721817499643,0.2808137647146589,0.2694292254909246,3.0469190151372016,4,3,0.2351163834691824,1.5331648795848911,3,0.2351163834691824,1.5331648795848911,4,0.0731638397468158,4.926917217540548,0.4008522393206652,1.669037365450828,2.006491718896324,0.2190996483368114,0.2351163834691824,0.0707715423305657,0.0731638397468158,,,1.7765073591954903,0.8543194524046943,0.2564207701711977,0.0018051559791569,0.2530241910652292,0.2062165581622121,0.0350687281730481,0.0469701694420606,0.2564207701711977,0.226906829156027,0.1217299484700128,0.0018051559791569,0.1048818404462847,1.7765073591954907,5.909181685823129,8,0.2564207701711977,3.430675177628717,30.89749700748345,64,0.0912029252152699,5.075642101734557,160.0749433862353,512,0.0341127713352288,6.71879164458356,827.8166101962622,4096,0.0127725772973629,37,gain_K5_p19,gain_contrast,high
confirm_K5_i000105,bank,independent_confirmatory64,5,105,5.0,8.0,0.1,2026677697,8,0.1617885844857127,0.001434388409229,1.5444933572120714,1.5433947127859864,1.5433696897556746,1.5433691381234025,0.0011242190886691,0.0011503453835255,0.2893882358237314,0.2024632762487047,0.1404554455228455,2.501225950766496,4,3,0.1250135586266675,2.3148547965740405,3,0.1250135586266675,2.3148547965740405,3,0.1250135586266675,2.3148547965740405,0.2914262879819113,0.205041624993459,0.1427966254478803,2.508681854609677,4,3,0.1250770883390393,2.329973393623928,3,0.1250770883390393,2.329973393623928,3,0.1250770883390393,2.329973393623928,0.2672061531764028,1.364640279574736,1.6696732869689708,0.1250135586266675,0.1250770883390393,0.0094934935514424,0.0134535539406629,,,1.6152295321156078,0.7767612119601961,0.2940223917970759,0.001434388409229,0.3114619247218135,0.2716771429472268,0.1544796212103125,0.1799258081333017,0.0282693985401976,0.0686293522212493,0.2940223917970759,0.001561896741407,0.001434388409229,1.6152295321156078,5.029042117678114,8,0.2940223917970759,3.1597228893276785,23.56406517029647,64,0.1213583578052231,4.7031176021136645,110.29047885767726,512,0.0505416130779243,6.246487291869339,516.196388979317,4096,0.0210595051766308,38,gain_K5_p20,gain_contrast,low
confirm_K5_i000999,bank,independent_confirmatory64,5,999,0.2,0.0,0.1,2027580321,8,0.0717324860981374,0.0018049110359876,1.5601885040472308,1.5384941385403308,1.5313921652333558,1.529094922403946,0.0310935816432846,0.042790040609079,0.3798737478850199,0.1808706072984377,0.198366765519738,2.1691338831242537,4,3,0.1454244771859693,2.6121720031988565,3,0.1454244771859693,2.6121720031988565,3,0.1454244771859693,2.6121720031988565,0.4166751439104543,0.2232111258530826,0.2538436434369968,2.3195811299834825,4,3,0.1733065018989165,2.404267233744559,3,0.1733065018989165,2.404267233744559,3,0.1733065018989165,2.404267233744559,0.5210169965382554,2.0877567528966985,2.2053283381039464,0.1454244771859693,0.1733065018989165,0.014150831714359,0.0191603126059862,,,1.643252953295773,0.7902376288819851,0.347019562263097,0.0018049110359876,0.3270705522016339,0.1638594622791152,0.0018049110359876,0.0627808207827294,0.021916787925161,0.0394163024730794,0.347019562263097,0.10170719565693,0.2614949575839,1.643252953295773,5.171966342730744,8,0.347019562263097,3.203441457343004,24.61710329718577,64,0.1294860156231441,4.741935595883335,114.65591455388513,512,0.0464729001823165,6.273327761116691,530.2389537730841,4096,0.0167057084326824,39,gain_K5_p20,gain_contrast,high
confirm_K5_i000777,bank,independent_confirmatory64,5,777,5.0,2.0,0.1,2027356170,8,0.1238030606806216,0.0022213227563901,1.6642776544645226,1.6641864457493665,1.664185951619224,1.6641859489784343,9.170548608805618e-05,9.220489780958908e-05,0.1711441615625754,0.0875236155145013,0.0413366109721922,2.330158320403449,4,3,0.0596427088274198,2.869490083989852,3,0.0596427088274198,2.869490083989852,4,0.0287862978903624,5.945334207768131,0.1715753920499385,0.0875427301160402,0.0414982358110032,2.3275376549821853,4,3,0.0596855703195612,2.8746544789856325,3,0.0596855703195612,2.8746544789856325,4,0.0288794694094607,5.941085330111073,0.2046549943513069,1.25731599858905,1.3243092021656788,0.0596427088274198,0.0596855703195612,0.0287862978903624,0.0288794694094607,,,1.6842145459540452,0.8099359910803194,0.270179241323915,0.0022213227563901,0.2813531298175742,0.0938317163394521,0.0320316625866434,0.1911980491876549,0.0054209584774708,0.165942845581126,0.270179241323915,0.2391742037473473,0.0022213227563901,1.6842145459540452,5.3882170729157615,8,0.2701792413239151,3.3484922004185678,28.459789617537865,64,0.0852377272441434,5.012678646167933,150.30681617072676,512,0.0311539239935562,6.676864597787157,793.8262414281714,4096,0.0114078228539667,40,gain_K5_p21,gain_contrast,low
confirm_K5_i001023,bank,independent_confirmatory64,5,1023,5.0,8.0,0.1,2027604537,8,0.1664695513132713,0.0018500370318123,1.627838135006043,1.62624874629448,1.6260302317303426,1.6260018313808295,0.0018363036252133,0.0021116188883767,0.2221269086797321,0.1340506441230148,0.0709727046556749,2.155014862088904,4,2,0.1340506441230148,1.6570372349415343,3,0.0580714170530735,3.825064376795254,3,0.0580714170530735,3.825064376795254,0.2227365708226903,0.1445905680792766,0.0745687045542279,2.2293839722643227,4,2,0.1445905680792766,1.540464041199198,3,0.0608658256825548,3.659468483749333,3,0.0608658256825548,3.659468483749333,0.3447800193743769,1.526204983927949,1.6079498008068684,0.0580714170530735,0.0608658256825548,0.0170433690247464,0.0186022433827091,,,1.6601131327511849,0.798345661311592,0.3142823163313019,0.0018500370318123,0.3014441429770982,0.0076095622822289,0.1760736141058789,0.0018500370318123,0.3142823163313019,0.1678059241556855,0.0623124436170952,0.2286344204924366,0.0414316819835605,1.6601131327511849,5.259905878410348,8,0.3142823163313019,3.287951267757227,26.787926111013935,64,0.1120001441604285,4.914200014051708,136.21029987923882,512,0.0405277533915872,6.540230245782048,692.4459924525974,4096,0.0147840116712821,41,gain_K5_p21,gain_contrast,high
confirm_K6_i000915,bank,independent_confirmatory64,6,915,5.0,8.0,0.1,2027595497,8,0.1497035309301582,0.0027039869088792,1.6897391470589296,1.68895967391053,1.688921209800545,1.688918843868094,0.0008203031908355,0.0008634991657225,0.2318283508306855,0.2145311538917297,0.1226349264061313,3.2985106790821983,5,3,0.1240693037967999,1.8685391449473487,4,0.0756841418877034,3.063103380027239,5,0.0417809129775579,5.548666467753091,0.2330020948017846,0.2151344405431814,0.1244657093013992,3.341251536306648,5,3,0.1257142654476844,1.8534260528988868,4,0.0776316639979271,3.0013796278797544,5,0.0454109438287051,5.130967893569736,0.2633070216668033,1.357417580200843,1.5503473400746586,0.1240693037967999,0.1257142654476844,0.0756841418877034,0.0776316639979271,0.0417809129775579,0.0454109438287051,1.7463091310807477,0.8397971744231032,0.2708405974179218,0.0027039869088792,0.258699142943472,0.0474145006844081,0.1790085905786564,0.2708405974179218,0.1995301902361341,0.0121415668964597,0.0027039869088792,0.1811632025743844,0.107197364703156,1.7463091310807477,5.733402339744124,8,0.2708405974179218,3.436048278139678,31.06395917293196,64,0.1096232888834205,5.125007952050207,168.17547898638065,512,0.0456279738352854,6.813929161850753,910.4410585808292,4096,0.0191720370668712,42,gain_K6_p22,gain_contrast,low
confirm_K6_i001089,bank,independent_confirmatory64,6,1089,1.0,0.0,0.1,2027771182,8,0.1324477761561913,0.0037123692858242,1.7075583672707697,1.6886029066884,1.6878792127952216,1.6878023085317089,0.0197560587390608,0.0206335611592651,0.2197349383059068,0.1893550437952745,0.1052183273985748,3.183673147930925,5,3,0.1263756213760796,1.7387446717432968,3,0.1263756213760796,1.7387446717432968,4,0.0714052813366501,3.0772925222426606,0.2661243502936185,0.2226024067124813,0.1504827057969855,3.2133408909116112,5,3,0.1447312231899492,1.8387487124623385,4,0.0954716397302144,2.7874701958156125,4,0.0954716397302144,2.7874701958156125,0.4455596946925395,1.80362067913778,1.7801949486974475,0.1263756213760796,0.1447312231899492,0.0714052813366501,0.0954716397302144,0.0031685634927292,0.0068369250954811,1.7405662718812955,0.8370354429272455,0.2758389571205358,0.0037123692858242,0.2660438364520628,0.0236887064750442,0.1143501717646504,0.1507877939184592,0.2758389571205358,0.1820242589704947,0.0037123692858242,0.0272745455602729,0.222323196904718,1.7405662718812955,5.700570581688802,8,0.2758389571205358,3.448124639152065,31.441373064804647,64,0.0816492929291816,5.136727545840465,170.1580218927317,512,0.0298845313866529,6.824606758635686,920.2144664990682,4096,0.0115519881915807,43,gain_K6_p22,gain_contrast,high
confirm_K6_i000210,bank,independent_confirmatory64,6,210,5.0,2.0,0.1,2026883710,8,0.1024420320071705,0.0319219645131997,1.8687624458316443,1.8685535551413464,1.8685490521220909,1.8685489529629231,0.0002134928687214,0.0002181942063126,0.1680885524724398,0.0945338079476525,0.0379257823492738,1.904652069211744,5,2,0.0945338079476525,1.7780787225403822,2,0.0945338079476525,1.7780787225403822,3,0.0252608848648479,6.654103899042151,0.1688886708165896,0.0953059168870705,0.038371327500096,1.912261075202928,5,2,0.0953059168870705,1.7720691047619677,2,0.0953059168870705,1.7720691047619677,3,0.0255292367808282,6.615500191663406,0.2088729679032134,1.2640195056280925,1.3508368153006476,0.0252608848648479,0.0255292367808282,0.0097154805013561,0.0104913219624748,0.0016962212068766,0.0017078668228348,1.886663490543576,0.9072933538778262,0.2743255425660037,0.0319219645131997,0.226706925140155,0.0964651465244869,0.0612741786716724,0.0765130943644584,0.2743255425660037,0.2370216083387873,0.0993936597038719,0.1230848053175193,0.0319219645131997,1.8866634905435755,6.597319898283766,8,0.2743255425660037,3.75542593637522,42.75242574624624,64,0.0861081331967566,5.6239794915165655,276.9894701363418,512,0.0269684161054165,7.492528543638656,1794.584043878009,4096,0.0084419048602318,44,gain_K6_p23,gain_contrast,low
confirm_K6_i000442,bank,independent_confirmatory64,6,442,1.0,0.0,0.5,2027117951,8,0.0869516367375103,0.0215089091753299,1.8813149540945129,1.878405450754932,1.8779479976022908,1.8778677272476807,0.0034472268468315,0.0040652207086913,0.1731893821554476,0.075635539569601,0.0371193516194235,1.82691826099217,5,2,0.075635539569601,2.2897884135020425,2,0.075635539569601,2.2897884135020425,3,0.033784079281615,5.126360872877047,0.1875519928248204,0.082480072751928,0.0440177600790456,1.8977546792708213,5,2,0.082480072751928,2.273906733677515,2,0.082480072751928,2.273906733677515,4,0.0261046276146585,7.184626250692201,0.3077368206949354,1.4445373232241825,1.9299116722671137,0.033784079281615,0.0367416586875609,0.0161902556337412,0.0261046276146585,0.0007525235284066,0.0027652485073902,1.8966795176073257,0.9121100447359202,0.2229094158993554,0.0215089091753299,0.2044236945370615,0.055063618967153,0.2229094158993554,0.0851356011652079,0.2163855648131514,0.1847455041878184,0.1421420545298462,0.0215089091753299,0.0721093312621374,1.8966795176073257,6.663730864752767,8,0.2229094158993554,3.777994471701838,43.72825548229148,64,0.0590957251554318,5.65639992245677,286.11674374877924,512,0.0161535919389454,7.53434792005906,1871.2237733523648,4096,0.0044306173270425,45,gain_K6_p23,gain_contrast,high
confirm_K6_i000208,bank,independent_confirmatory64,6,208,5.0,0.0,0.5,2026881692,8,0.1356672548845909,0.0530819276465659,1.992793783021579,1.9927216936027703,1.9927197126305471,1.992719654991634,7.412802994499756e-05,7.622427999454118e-05,0.0707879117114744,0.042381211510119,0.0069216117701155,1.9348601284778624,5,2,0.042381211510119,1.670266355990626,2,0.042381211510119,1.670266355990626,3,0.0095823911327948,7.387290993498427,0.0716156886982167,0.0426555724770661,0.0070682859516379,1.934341789005894,5,2,0.0426555724770661,1.6789292591658718,2,0.0426555724770661,1.6789292591658718,3,0.0097967247182616,7.310166485000928,0.1552339446295668,1.183759685468773,1.3063526231232645,0.0095823911327948,0.0097967247182616,0.0047626250143927,0.0048980659050738,0.0001068631322164,0.0001198155081715,1.996189990737919,0.9599644667699272,0.2026368684305173,0.0530819276465659,0.1411858772143371,0.0530819276465659,0.1459011106124515,0.1287798123679047,0.1346349958619856,0.0691872081370291,0.1826396229450337,0.0831384539985121,0.2026368684305173,1.9961899907379184,7.360957289109107,8,0.2026368684305173,3.9889837737594975,53.99998526854411,64,0.0395294278774126,5.981705467362268,396.1153542166784,512,0.0079876329614843,7.974425179992815,2905.6871448586203,4096,0.0015668528969325,46,gain_K6_p24,gain_contrast,low
confirm_K6_i001063,bank,independent_confirmatory64,6,1063,1.0,0.0,0.5,2027744931,8,0.0842887775303211,0.0586772935127788,1.9845660971123609,1.983662895598226,1.9834929059801487,1.983452850191286,0.0011132469210748,0.0013633481168775,0.0879124082745824,0.0479309181815951,0.0105619500165008,2.092344423074655,5,2,0.0479309181815951,1.8341482201845165,3,0.0209884029900768,4.188618272488227,3,0.0209884029900768,4.188618272488227,0.0960756103091784,0.0545838804686241,0.0128230403066856,2.1091129530764765,5,2,0.0545838804686241,1.7601462095463238,2,0.0545838804686241,1.7601462095463238,3,0.0224443950293214,4.2806059233793015,0.497913664268417,1.9916893347493991,1.956737722093492,0.0209884029900768,0.0224443950293214,0.0092856985681634,0.0099352694719594,0.0030411037733903,0.0032644992998663,1.9887554607320643,0.956389213579665,0.2036487233437336,0.0586772935127788,0.1511242378597564,0.0751274486232067,0.0957714945075617,0.2036487233437336,0.0586772935127788,0.2006413856323905,0.122621961627158,0.1615321705078775,0.0819795222452929,1.988755460732064,7.306434956361518,8,0.2036487233437336,3.973321557844425,53.16081463004876,64,0.0424090230548062,5.956984453442651,386.4430284622858,512,0.0091460131115545,7.940477359422799,2808.7009482027797,4096,0.0019918527611324,47,gain_K6_p24,gain_contrast,high
