file,column,dtype,description
data/aggregate/predictor_specific__neural_pair_effect_summary.csv,bootstrap_ci_low,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__neural_pair_effect_summary.csv,bootstrap_ci_high,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__neural_pair_effect_summary.csv,sign_flip_p_two_sided,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__neural_pair_effect_summary.csv,fraction_positive,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__neural_pair_effects.csv,source,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__neural_pair_effects.csv,pair_id,object,Matched-pair identifier.
data/aggregate/predictor_specific__neural_pair_effects.csv,contrast,object,Matched contrast type.
data/aggregate/predictor_specific__neural_pair_effects.csv,K,int64,Number of hidden states.
data/aggregate/predictor_specific__neural_pair_effects.csv,hmm_low,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__neural_pair_effects.csv,hmm_high,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__neural_pair_effects.csv,architecture,object,Learner architecture.
data/aggregate/predictor_specific__neural_pair_effects.csv,outcome,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__neural_pair_effects.csv,value_low,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__neural_pair_effects.csv,value_high,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/predictor_specific__neural_pair_effects.csv,effect_high_minus_low,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/strict__strict_matched_pair_effect_summary.csv,pair_type,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/strict__strict_matched_pair_effect_summary.csv,architecture,object,Learner architecture.
data/aggregate/strict__strict_matched_pair_effect_summary.csv,n_pairs,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/strict__strict_matched_pair_effect_summary.csv,mean_effect,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/strict__strict_matched_pair_effect_summary.csv,ci_low,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/strict__strict_matched_pair_effect_summary.csv,ci_high,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/strict__strict_matched_pair_effects.csv,pair_index,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/strict__strict_matched_pair_effects.csv,pair_type,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/strict__strict_matched_pair_effects.csv,architecture,object,Learner architecture.
data/aggregate/strict__strict_matched_pair_effects.csv,hmm_a,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/strict__strict_matched_pair_effects.csv,hmm_b,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/strict__strict_matched_pair_effects.csv,A_width_a,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/strict__strict_matched_pair_effects.csv,A_width_b,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/strict__strict_matched_pair_effects.csv,signed_expected_effect,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/strict__strict_width_summary.csv,hmm_id,object,Stable HMM identifier.
data/aggregate/strict__strict_width_summary.csv,architecture,object,Learner architecture.
data/aggregate/strict__strict_width_summary.csv,A_width_shape,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/strict__strict_width_summary.csv,best_shape_rmse,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/strict__strict_width_summary.csv,best_dimension,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/strict__strict_width_summary.csv,width_gain,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/strict__strict_width_summary.csv,d90,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/strict__strict_width_summary.csv,d95,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/strict__strict_width_summary.csv,mean_excess_ce_H,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/aggregate/strict__strict_width_summary.csv,mean_recovery_ratio,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/candidate_metrics/confirmatory__candidate_bank_metrics.csv,hmm_id,object,Stable HMM identifier.
data/candidate_metrics/confirmatory__candidate_bank_metrics.csv,source,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/candidate_metrics/confirmatory__candidate_bank_metrics.csv,cohort,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/candidate_metrics/confirmatory__candidate_bank_metrics.csv,K,int64,Number of hidden states.
data/candidate_metrics/confirmatory__candidate_bank_metrics.csv,bank_index,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/candidate_metrics/confirmatory__candidate_bank_metrics.csv,alpha_t,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/candidate_metrics/confirmatory__candidate_bank_metrics.csv,self_bias,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/candidate_metrics/confirmatory__candidate_bank_metrics.csv,alpha_e,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/candidate_metrics/confirmatory__candidate_bank_metrics.csv,gen_seed,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/candidate_metrics/confirmatory__candidate_bank_metrics.csv,vocab_size,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/candidate_metrics/confirmatory__candidate_bank_metrics.csv,min_stationary_prob,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/candidate_metrics/confirmatory__candidate_bank_metrics.csv,min_symbol_prob,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/candidate_metrics/confirmatory__candidate_bank_metrics.csv,bayes_ce_h1,float64,Exact Bayes cross-entropy for context length 1.
data/candidate_metrics/confirmatory__candidate_bank_metrics.csv,bayes_ce_h2,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/candidate_metrics/confirmatory__candidate_bank_metrics.csv,bayes_ce_h3,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/candidate_metrics/confirmatory__candidate_bank_metrics.csv,bayes_ce_h4,float64,Exact Bayes cross-entropy for context length 4.
data/candidate_metrics/confirmatory__candidate_bank_metrics.csv,bayes_gap_1_to_H,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/candidate_metrics/confirmatory__candidate_bank_metrics.csv,context_gain_area,float64,Area between the Bayes context-response curve and its value at H.
data/candidate_metrics/confirmatory__candidate_bank_metrics.csv,pred_h4_m1_sv1,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
