file,column,dtype,description
data/hmms/external/external_selected_hmm_metrics_full.csv,stationary_emission_entropy,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,mean_state_max_emission_probability,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,emission_density_gt_0p01,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,pred_h4_m1_sv3,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,pred_h4_m2_sv3,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,pred_h4_m3_sv3,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,pred_h4_m1_sv4,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,pred_h4_m2_sv4,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,pred_h4_m3_sv4,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,pred_h4_m1_sv5,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,pred_h4_m2_sv5,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,pred_h4_m3_sv5,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,base_ring_probability,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,support_size,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,preferred_emission_mass,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,residual_floor_mix,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,log_K,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,log_gain,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,rank_value,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,log_rank,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,neg_log_sigma,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,log_tau,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,log_min_symbol_prob,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,log_signal,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,selection_cluster,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,selection_protocol,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,selection_order,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmm_metrics_full.csv,hmm_file,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,hmm_id,object,Stable HMM identifier.
data/hmms/external/external_selected_hmms.csv,source,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,generator_family,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,K,int64,Number of hidden states.
data/hmms/external/external_selected_hmms.csv,accepted_index,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,attempt_index,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,gen_seed,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,candidate_hmm_file,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,base_self_probability,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,transition_logit_scale,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,emission_logit_scale,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,state_location_scale,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,vocab_size,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,min_stationary_prob,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,min_symbol_prob,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,bayes_ce_h1,float64,Exact Bayes cross-entropy for context length 1.
data/hmms/external/external_selected_hmms.csv,bayes_ce_h2,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,bayes_ce_h3,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,bayes_ce_h4,float64,Exact Bayes cross-entropy for context length 4.
data/hmms/external/external_selected_hmms.csv,bayes_gap_1_to_H,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,context_gain_area,float64,Area between the Bayes context-response curve and its value at H.
data/hmms/external/external_selected_hmms.csv,pred_h4_m1_sv1,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m1_sv2,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m1_signal,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m1_effective_rank,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m1_numerical_rank,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m1_r90,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m1_sigma90,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m1_kappa90,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m1_r95,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m1_sigma95,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m1_kappa95,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m1_r99,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m1_sigma99,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m1_kappa99,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m2_sv1,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m2_sv2,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m2_signal,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m2_effective_rank,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m2_numerical_rank,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m2_r90,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m2_sigma90,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m2_kappa90,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m2_r95,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m2_sigma95,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m2_kappa95,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m2_r99,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m2_sigma99,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m2_kappa99,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m3_sv1,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m3_sv2,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m3_signal,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m3_effective_rank,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m3_numerical_rank,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m3_r90,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m3_sigma90,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m3_kappa90,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m3_r95,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m3_sigma95,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m3_kappa95,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m3_r99,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m3_sigma99,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m3_kappa99,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,lambda2_abs,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,tau_hidden,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,tau_observed_proxy,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,symbol_entropy,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,symbol_entropy_normalized,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,max_symbol_prob,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,min_symbol_prob_recomputed,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,marginal_l2_from_uniform,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,symbol_prob_0,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,symbol_prob_1,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,symbol_prob_2,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,symbol_prob_3,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,symbol_prob_4,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,symbol_prob_5,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,symbol_prob_6,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,symbol_prob_7,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,mean_transition_self_probability,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,stationary_transition_entropy,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,transition_density_gt_0p01,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,stationary_emission_entropy,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,mean_state_max_emission_probability,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,emission_density_gt_0p01,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m1_sv3,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m2_sv3,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m3_sv3,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m1_sv4,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m2_sv4,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m3_sv4,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m1_sv5,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m2_sv5,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,pred_h4_m3_sv5,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,base_ring_probability,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,support_size,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,preferred_emission_mass,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,residual_floor_mix,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,log_K,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,log_gain,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,rank_value,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,log_rank,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,neg_log_sigma,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,log_tau,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,log_min_symbol_prob,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,log_signal,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,selection_cluster,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,selection_protocol,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/external/external_selected_hmms.csv,selection_order,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,contrast,object,Matched contrast type.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,hmm_low,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,hmm_high,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,K,int64,Number of hidden states.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,selection_score,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,tier_index,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,contrast_ratio,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,control_distance,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,rank_low,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,rank_high,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,gain_low,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,gain_high,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,gain_ratio,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,occupancy_low,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,occupancy_high,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,occupancy_ratio,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,entropy_low,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,entropy_high,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,entropy_difference,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,minprob_low,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,minprob_high,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,minprob_ratio,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,sigma_low,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,sigma_high,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,sigma_ratio,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,tau_low,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,tau_high,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,tau_ratio,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,bayes_ce_low,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,bayes_ce_high,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,bayes_ce_ratio,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,signal_low,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,signal_high,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,signal_ratio,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,matching_protocol,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,tier_parameters,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_matched_pairs.csv,pair_id,object,Matched-pair identifier.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,hmm_id,object,Stable HMM identifier.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,source,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,cohort,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,K,int64,Number of hidden states.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,bank_index,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,alpha_t,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,self_bias,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,alpha_e,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,gen_seed,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,vocab_size,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,min_stationary_prob,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,min_symbol_prob,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,bayes_ce_h1,float64,Exact Bayes cross-entropy for context length 1.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,bayes_ce_h2,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,bayes_ce_h3,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,bayes_ce_h4,float64,Exact Bayes cross-entropy for context length 4.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,bayes_gap_1_to_H,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,context_gain_area,float64,Area between the Bayes context-response curve and its value at H.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m1_sv1,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m1_sv2,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m1_signal,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m1_effective_rank,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m1_numerical_rank,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m1_r90,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m1_sigma90,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m1_kappa90,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m1_r95,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m1_sigma95,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m1_kappa95,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m1_r99,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m1_sigma99,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m1_kappa99,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m2_sv1,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m2_sv2,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m2_signal,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m2_effective_rank,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m2_numerical_rank,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m2_r90,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m2_sigma90,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m2_kappa90,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m2_r95,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m2_sigma95,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m2_kappa95,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m2_r99,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m2_sigma99,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m2_kappa99,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,lambda2_abs,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
